,y_hat,label,model_name
0,0.6840150356292725,1,prottrans_bert_random
1,0.656080961227417,0,prottrans_bert_random
2,0.6517736911773682,1,prottrans_bert_random
3,0.08599845319986343,0,prottrans_bert_random
4,0.17339903116226196,0,prottrans_bert_random
5,0.9890100359916687,1,prottrans_bert_random
6,0.7364994287490845,1,prottrans_bert_random
7,0.14317120611667633,0,prottrans_bert_random
8,0.20051543414592743,0,prottrans_bert_random
9,0.1027415469288826,0,prottrans_bert_random
10,0.5638464689254761,0,prottrans_bert_random
11,0.22468982636928558,0,prottrans_bert_random
12,0.6731911301612854,0,prottrans_bert_random
13,0.35575827956199646,0,prottrans_bert_random
14,0.8292537331581116,1,prottrans_bert_random
15,0.8704620599746704,1,prottrans_bert_random
16,0.9467405676841736,1,prottrans_bert_random
17,0.5926991701126099,1,prottrans_bert_random
18,0.588013768196106,1,prottrans_bert_random
19,0.6566672921180725,1,prottrans_bert_random
20,0.6937488913536072,1,prottrans_bert_random
21,0.06229305639863014,0,prottrans_bert_random
22,0.6181233525276184,0,prottrans_bert_random
23,0.13800279796123505,1,prottrans_bert_random
24,0.03407742455601692,0,prottrans_bert_random
25,0.5392440557479858,0,prottrans_bert_random
26,0.4409535229206085,1,prottrans_bert_random
27,0.5169153213500977,0,prottrans_bert_random
28,0.2451721429824829,0,prottrans_bert_random
29,0.5758432745933533,1,prottrans_bert_random
30,0.018926428630948067,0,prottrans_bert_random
31,0.021117975935339928,0,prottrans_bert_random
32,0.04672321677207947,0,prottrans_bert_random
33,0.46449926495552063,0,prottrans_bert_random
34,0.3907270133495331,0,prottrans_bert_random
35,0.5398814082145691,0,prottrans_bert_random
36,0.1435476690530777,0,prottrans_bert_random
37,0.04265834391117096,0,prottrans_bert_random
38,0.12367184460163116,0,prottrans_bert_random
39,0.6763617992401123,0,prottrans_bert_random
40,0.9953173398971558,0,prottrans_bert_random
41,0.7152571082115173,1,prottrans_bert_random
42,0.5190365314483643,1,prottrans_bert_random
43,0.5286527872085571,1,prottrans_bert_random
44,0.0265144445002079,0,prottrans_bert_random
45,0.6348483562469482,1,prottrans_bert_random
46,0.9609735608100891,1,prottrans_bert_random
47,0.7848966717720032,0,prottrans_bert_random
48,0.6863003373146057,0,prottrans_bert_random
49,0.7352532148361206,1,prottrans_bert_random
50,0.029809286817908287,0,prottrans_bert_random
51,0.11475830525159836,0,prottrans_bert_random
52,0.4686319828033447,0,prottrans_bert_random
53,0.02066066861152649,0,prottrans_bert_random
54,0.18406276404857635,1,prottrans_bert_random
55,0.3992225229740143,0,prottrans_bert_random
56,0.05765974894165993,0,prottrans_bert_random
57,0.8783007860183716,0,prottrans_bert_random
58,0.8035948872566223,1,prottrans_bert_random
59,0.9820913672447205,1,prottrans_bert_random
60,0.8749301433563232,1,prottrans_bert_random
61,0.26405245065689087,0,prottrans_bert_random
62,0.9998358488082886,1,prottrans_bert_random
63,0.9551436305046082,1,prottrans_bert_random
64,0.7962700724601746,0,prottrans_bert_random
65,0.7439543604850769,1,prottrans_bert_random
66,0.7415673136711121,1,prottrans_bert_random
67,0.0755353793501854,0,prottrans_bert_random
68,0.9858934879302979,1,prottrans_bert_random
69,0.8192399740219116,1,prottrans_bert_random
70,0.5883355140686035,0,prottrans_bert_random
71,0.37781772017478943,0,prottrans_bert_random
72,0.5388315320014954,1,prottrans_bert_random
73,0.7339994311332703,1,prottrans_bert_random
74,0.6135869026184082,1,prottrans_bert_random
75,0.6866613030433655,1,prottrans_bert_random
76,0.02556671015918255,0,prottrans_bert_random
77,0.7352740168571472,1,prottrans_bert_random
78,0.6343161463737488,0,prottrans_bert_random
79,0.9822301864624023,1,prottrans_bert_random
80,0.4874345362186432,1,prottrans_bert_random
81,0.03424007445573807,0,prottrans_bert_random
82,0.32727015018463135,0,prottrans_bert_random
83,0.003296828595921397,0,prottrans_bert_random
84,0.7589935660362244,0,prottrans_bert_random
85,0.9917802214622498,1,prottrans_bert_random
86,0.9986419081687927,1,prottrans_bert_random
87,0.6085967421531677,1,prottrans_bert_random
88,0.5204201936721802,1,prottrans_bert_random
89,0.9175159335136414,1,prottrans_bert_random
90,0.6779674291610718,1,prottrans_bert_random
91,0.3908008337020874,0,prottrans_bert_random
92,0.29446151852607727,1,prottrans_bert_random
93,0.48945334553718567,0,prottrans_bert_random
94,0.6164246201515198,0,prottrans_bert_random
95,0.12127711623907089,0,prottrans_bert_random
96,0.46070632338523865,0,prottrans_bert_random
97,0.029193343594670296,0,prottrans_bert_random
98,0.6605327129364014,0,prottrans_bert_random
99,0.9846991896629333,1,prottrans_bert_random
100,0.7462038397789001,1,prottrans_bert_random
101,0.20919054746627808,1,prottrans_bert_random
102,0.5700989961624146,1,prottrans_bert_random
103,0.088149793446064,0,prottrans_bert_random
104,0.6773728132247925,1,prottrans_bert_random
105,0.2672589123249054,0,prottrans_bert_random
106,0.8291226029396057,1,prottrans_bert_random
107,0.7425470352172852,1,prottrans_bert_random
108,0.19595152139663696,0,prottrans_bert_random
109,0.7127600908279419,0,prottrans_bert_random
110,0.6029948592185974,1,prottrans_bert_random
111,0.7030596137046814,1,prottrans_bert_random
112,0.5297175645828247,0,prottrans_bert_random
113,0.11428026109933853,0,prottrans_bert_random
114,0.027836384251713753,0,prottrans_bert_random
115,0.009728559292852879,0,prottrans_bert_random
116,0.9732024669647217,1,prottrans_bert_random
117,0.5783477425575256,1,prottrans_bert_random
118,0.8488210439682007,1,prottrans_bert_random
119,0.4542665183544159,0,prottrans_bert_random
120,0.5260825157165527,1,prottrans_bert_random
121,0.7531422972679138,1,prottrans_bert_random
122,0.8860955238342285,1,prottrans_bert_random
123,0.5970219969749451,1,prottrans_bert_random
124,0.07278372347354889,1,prottrans_bert_random
125,0.9055847525596619,1,prottrans_bert_random
126,0.3888119161128998,0,prottrans_bert_random
127,0.02399217151105404,0,prottrans_bert_random
128,0.8944327235221863,1,prottrans_bert_random
129,0.8931733965873718,1,prottrans_bert_random
130,0.7441785931587219,1,prottrans_bert_random
131,0.9399548172950745,1,prottrans_bert_random
132,0.5816687345504761,0,prottrans_bert_random
133,0.2016601413488388,0,prottrans_bert_random
134,0.9010670185089111,1,prottrans_bert_random
135,0.8148123621940613,1,prottrans_bert_random
136,0.14423957467079163,0,prottrans_bert_random
137,0.02241641655564308,0,prottrans_bert_random
138,0.6762627363204956,1,prottrans_bert_random
139,0.017112508416175842,0,prottrans_bert_random
140,0.07635006308555603,1,prottrans_bert_random
141,0.6588717699050903,1,prottrans_bert_random
142,0.9874559044837952,1,prottrans_bert_random
143,0.014113049954175949,0,prottrans_bert_random
144,0.6704243421554565,0,prottrans_bert_random
145,0.7822077870368958,1,prottrans_bert_random
146,0.5695760846138,1,prottrans_bert_random
147,0.7026227712631226,1,prottrans_bert_random
148,0.5891552567481995,1,prottrans_bert_random
149,0.863322377204895,1,prottrans_bert_random
150,0.1604398638010025,0,prottrans_bert_random
151,0.722790002822876,1,prottrans_bert_random
152,0.7644398808479309,1,prottrans_bert_random
153,0.4084824323654175,1,prottrans_bert_random
154,0.9344862103462219,1,prottrans_bert_random
155,0.2904050648212433,1,prottrans_bert_random
156,0.18202689290046692,1,prottrans_bert_random
157,0.32948553562164307,0,prottrans_bert_random
158,0.76411372423172,1,prottrans_bert_random
159,0.3401243984699249,0,prottrans_bert_random
160,0.007089161314070225,0,prottrans_bert_random
161,0.7565194964408875,0,prottrans_bert_random
162,0.7590643167495728,1,prottrans_bert_random
163,0.01955539733171463,0,prottrans_bert_random
164,0.005034479312598705,0,prottrans_bert_random
165,0.018957016989588737,0,prottrans_bert_random
166,0.8691285252571106,1,prottrans_bert_random
167,0.9213160276412964,1,prottrans_bert_random
168,0.21935954689979553,1,prottrans_bert_random
169,0.6497145295143127,1,prottrans_bert_random
170,0.10287809371948242,0,prottrans_bert_random
171,0.7137214541435242,1,prottrans_bert_random
172,0.4877404570579529,0,prottrans_bert_random
173,0.10512971878051758,0,prottrans_bert_random
174,0.9348189234733582,1,prottrans_bert_random
175,0.0356195867061615,0,prottrans_bert_random
176,0.3085455596446991,0,prottrans_bert_random
177,0.4666517376899719,0,prottrans_bert_random
178,0.11563453078269958,0,prottrans_bert_random
179,0.6898490786552429,0,prottrans_bert_random
180,0.6021114587783813,0,prottrans_bert_random
181,0.7398622035980225,1,prottrans_bert_random
182,0.7572073936462402,1,prottrans_bert_random
183,0.43687689304351807,0,prottrans_bert_random
184,0.394418865442276,0,prottrans_bert_random
185,0.9368672370910645,1,prottrans_bert_random
186,0.7534910440444946,1,prottrans_bert_random
187,0.511650025844574,0,prottrans_bert_random
188,0.08785755932331085,0,prottrans_bert_random
189,0.0069399261847138405,0,prottrans_bert_random
190,0.8470078110694885,1,prottrans_bert_random
191,0.9595526456832886,1,prottrans_bert_random
192,0.40922102332115173,0,prottrans_bert_random
193,0.3068603575229645,1,prottrans_bert_random
194,0.6400073170661926,0,prottrans_bert_random
195,0.5952352285385132,1,prottrans_bert_random
196,0.420863538980484,0,prottrans_bert_random
197,0.03317294642329216,0,prottrans_bert_random
198,0.8950852155685425,0,prottrans_bert_random
199,0.014921916648745537,0,prottrans_bert_random
200,0.033106911927461624,0,prottrans_bert_random
201,0.018160192295908928,0,prottrans_bert_random
202,0.758765459060669,1,prottrans_bert_random
203,0.024472208693623543,0,prottrans_bert_random
204,0.42673030495643616,1,prottrans_bert_random
205,0.5426414012908936,1,prottrans_bert_random
206,0.9612346291542053,1,prottrans_bert_random
207,0.36877205967903137,0,prottrans_bert_random
208,0.18845157325267792,0,prottrans_bert_random
209,0.7870200872421265,1,prottrans_bert_random
210,0.006372703704982996,0,prottrans_bert_random
211,0.4368434250354767,0,prottrans_bert_random
212,0.05380683019757271,1,prottrans_bert_random
213,0.021154727786779404,0,prottrans_bert_random
214,0.7591373920440674,0,prottrans_bert_random
215,0.8779234886169434,1,prottrans_bert_random
216,0.8637723326683044,1,prottrans_bert_random
217,0.8669142127037048,1,prottrans_bert_random
218,0.3146800994873047,1,prottrans_bert_random
219,0.19668208062648773,0,prottrans_bert_random
220,0.06927818804979324,0,prottrans_bert_random
221,0.14053791761398315,1,prottrans_bert_random
222,0.8801823854446411,1,prottrans_bert_random
223,0.24273070693016052,0,prottrans_bert_random
224,0.09156283736228943,1,prottrans_bert_random
225,0.701087236404419,0,prottrans_bert_random
226,0.9601069688796997,1,prottrans_bert_random
227,0.625967800617218,0,prottrans_bert_random
228,0.6548842787742615,0,prottrans_bert_random
229,0.2667160630226135,0,prottrans_bert_random
230,0.8822311162948608,1,prottrans_bert_random
231,0.5707542300224304,1,prottrans_bert_random
232,0.05125342682003975,0,prottrans_bert_random
