,id,prey_id,bait_id,yhat,mist_score,saint_bfdr_score,avg_spec_score,saint_score,fold_change,pos
0,0,A0A0U1RRE5,YP_009724392.1,0.2669165,0.3223596,0.5,1.67,0.04,1.08,False
1,1,A1KXE4,YP_009724392.1,0.22126989,0.012301656,0.69,0.33,0.0,0.61,False
2,2,A6NDG6,YP_009724392.1,0.40015593,0.318944611,0.62,3.33,0.0,0.81,False
3,3,A6NHQ2,YP_009724392.1,0.42978302,0.046175657,0.69,0.33,0.0,3.33,False
4,4,E9PRG8,YP_009724392.1,0.17431341,0.34460932,0.44,1.33,0.1,1.63,False
5,5,O00139,YP_009724392.1,0.091087095,0.032190109,0.32,0.67,0.3,3.67,False
6,6,O00165,YP_009724392.1,0.11470091,0.010198889,0.23,0.67,0.32,6.67,False
7,7,O00170,YP_009724392.1,0.05841235,0.285577991,0.69,2.0,0.0,0.5,False
8,8,O00178,YP_009724392.1,0.27467582,0.240945996,0.39,1.0,0.19,2.2,False
9,9,O00203,YP_009724392.1,0.15174821,0.963550095,0.0,4.67,0.99,46.67,True
10,10,O00244,YP_009724392.1,0.14860979,0.32284905,0.63,2.67,0.0,0.75,False
11,11,O00422,YP_009724392.1,0.54028046,0.061973772,0.69,0.33,0.0,1.22,False
12,12,O00443,YP_009724392.1,0.28574413,0.275017263,0.69,0.67,0.0,6.67,False
13,13,O00458,YP_009724392.1,0.07441232,0.268574808,0.69,0.67,0.0,6.67,False
14,14,O00479,YP_009724392.1,0.08200112,0.161693277,0.47,1.67,0.07,0.96,False
15,15,O00483,YP_009724392.1,0.066767536,0.312457717,0.69,1.0,0.0,2.75,False
16,16,O00488,YP_009724392.1,0.72332275,0.047579269,0.36,0.67,0.23,1.83,False
17,17,O00541,YP_009724392.1,0.09838779,0.235678718,0.37,3.67,0.23,1.68,False
18,18,O00567,YP_009724392.1,0.10625026,0.204319123,0.17,1.67,0.34,2.29,False
19,19,O00571,YP_009724392.1,0.13513133,0.327034718,0.6,3.0,0.0,1.0,False
20,20,O00743,YP_009724392.1,0.09739086,0.027081208,0.69,0.33,0.0,3.33,False
21,21,O14556,YP_009724392.1,0.37564376,0.009659058,0.69,0.33,0.0,0.41,False
22,22,O14617,YP_009724392.1,0.5049525,0.460963359,0.18,1.67,0.33,16.67,False
23,23,O14654,YP_009724392.1,0.16550843,0.293700957,0.05,2.0,0.65,20.0,False
24,24,O14730,YP_009724392.1,0.14596522,0.20943204,0.69,0.33,0.0,3.33,False
25,25,O14735,YP_009724392.1,0.1389776,0.035457565,0.69,0.33,0.0,3.33,False
26,26,O14757,YP_009724392.1,0.5665977,0.344766814,0.6,2.0,0.0,0.79,False
27,27,O14776,YP_009724392.1,0.18323022,0.041729881,0.69,0.33,0.0,3.33,False
28,28,O14965,YP_009724392.1,0.10689008,0.013351515,0.48,0.67,0.06,0.67,False
29,29,O15042,YP_009724392.1,0.123802505,0.336987969,0.69,19.0,0.0,0.92,False
30,30,O15145,YP_009724392.1,0.08613513,0.215369376,0.69,0.67,0.0,0.92,False
31,31,O15235,YP_009724392.1,0.10651314,0.305616182,0.59,3.33,0.0,0.92,False
32,32,O15347,YP_009724392.1,0.41972715,0.227397441,0.56,6.67,0.01,1.33,False
33,33,O15371,YP_009724392.1,0.20807257,0.262384875,0.69,0.67,0.0,3.67,False
34,34,O15372,YP_009724392.1,0.08149224,0.235578055,0.69,0.67,0.0,6.67,False
35,35,O43175,YP_009724392.1,0.079650335,0.322416579,0.16,3.67,0.38,2.52,False
36,36,O43290,YP_009724392.1,0.4685298,0.234452088,0.36,1.0,0.23,2.75,False
37,37,O43390,YP_009724392.1,0.075445145,0.00619531,0.69,0.33,0.0,0.22,False
38,38,O43396,YP_009724392.1,0.14303821,0.190332988,0.5,1.33,0.04,0.86,False
39,39,O43482,YP_009724392.1,0.3569565,0.313568215,0.69,1.0,0.0,0.73,False
40,40,O43583,YP_009724392.1,0.15659678,0.193306002,0.38,1.33,0.2,1.63,False
41,41,O43663,YP_009724392.1,0.08076226,0.012841162,0.69,0.33,0.0,0.46,False
42,42,O43670,YP_009724392.1,0.13917491,0.228413355,0.15,2.0,0.41,2.75,False
43,43,O43684,YP_009724392.1,0.08813174,0.21692872,0.54,4.33,0.02,1.13,False
44,44,O43809,YP_009724392.1,0.09453511,0.221720854,0.45,2.33,0.1,1.35,False
45,45,O43813,YP_009724392.1,0.09182997,0.040476497,0.69,0.33,0.0,0.73,False
46,46,O43837,YP_009724392.1,0.42265028,0.301579754,0.69,1.0,0.0,0.42,False
47,47,O60547,YP_009724392.1,0.51409984,0.020140418,0.69,0.33,0.0,0.52,False
48,48,O60563,YP_009724392.1,0.43411458,0.102648021,0.69,0.33,0.0,3.33,False
49,49,O60716,YP_009724392.1,0.060173262,0.21944688,0.42,1.67,0.14,1.41,False
50,50,O60762,YP_009724392.1,0.11911101,0.170344571,0.19,1.33,0.33,13.33,False
51,51,O60828,YP_009724392.1,0.47265196,0.117850806,0.33,0.67,0.29,3.67,False
52,52,O60832,YP_009724392.1,0.07254438,0.207268264,0.69,0.67,0.0,0.73,False
53,53,O60841,YP_009724392.1,0.08238114,0.219158136,0.65,6.33,0.0,0.86,False
54,54,O60869,YP_009724392.1,0.069406874,0.329170314,0.17,5.0,0.34,2.04,False
55,55,O60884,YP_009724392.1,0.3809492,0.304976055,0.0,3.0,0.98,30.0,False
56,56,O60885,YP_009724392.1,0.16250564,0.97848835,0.0,2.67,0.97,26.67,True
57,57,O75190,YP_009724392.1,0.08598874,0.040685819,0.69,0.33,0.0,3.33,False
58,58,O75340,YP_009724392.1,0.08382357,0.215706985,0.64,3.0,0.0,0.67,False
59,59,O75367,YP_009724392.1,0.23351206,0.01578298,0.69,0.33,0.0,0.41,False
60,60,O75400,YP_009724392.1,0.08880443,0.328298114,0.57,4.0,0.0,1.16,False
61,61,O75475,YP_009724392.1,0.06953141,0.214666334,0.69,0.67,0.0,0.56,False
62,62,O75531,YP_009724392.1,0.08870941,0.38012619,0.4,1.67,0.16,1.67,False
63,63,O75533,YP_009724392.1,0.35506603,0.169380598,0.37,1.67,0.23,1.53,False
64,64,O75554,YP_009724392.1,0.16573772,0.137027918,0.69,0.33,0.0,3.33,False
65,65,O75694,YP_009724392.1,0.062312268,0.331299949,0.42,3.67,0.13,1.55,False
66,66,O75817,YP_009724392.1,0.08033086,0.422467289,0.69,0.33,0.0,3.33,False
67,67,O75821,YP_009724392.1,0.1213957,0.264277839,0.69,0.67,0.0,3.67,False
68,68,O75937,YP_009724392.1,0.06830793,0.220652759,0.35,5.33,0.25,1.73,False
69,69,O75940,YP_009724392.1,0.14172007,0.346565683,0.51,5.0,0.04,1.57,False
70,70,O76031,YP_009724392.1,0.07995449,0.237160071,0.69,0.67,0.0,1.83,False
71,71,O94832,YP_009724392.1,0.12822515,0.109803271,0.69,0.33,0.0,3.33,False
72,72,O94903,YP_009724392.1,0.16109616,0.336235049,0.64,4.0,0.0,0.88,False
73,73,O95218,YP_009724392.1,0.46686634,0.338292526,0.33,1.0,0.29,5.5,False
74,74,O95232,YP_009724392.1,0.072506785,0.328474401,0.69,15.0,0.0,0.84,False
75,75,O95336,YP_009724392.1,0.06958863,0.008870481,0.69,0.33,0.0,0.24,False
76,76,O95372,YP_009724392.1,0.40551934,0.315910821,0.69,1.0,0.0,1.22,False
77,77,O95456,YP_009724392.1,0.44789445,0.280915071,0.69,0.67,0.0,6.67,False
78,78,O95801,YP_009724392.1,0.10806305,0.064868702,0.69,0.33,0.0,3.33,False
79,79,O95881,YP_009724392.1,0.08941981,0.32131143,0.69,2.67,0.0,0.59,False
80,80,P00403,YP_009724392.1,0.52773935,0.010143779,0.69,0.33,0.0,3.33,False
81,81,P00441,YP_009724392.1,0.7187669,0.015672997,0.69,0.33,0.0,0.52,False
82,82,P00492,YP_009724392.1,0.5715581,0.332235761,0.46,3.33,0.08,1.53,False
83,83,P00558,YP_009724392.1,0.3510883,0.207535767,0.69,0.67,0.0,0.56,False
84,84,P01889,YP_009724392.1,0.47971734,0.254791155,0.69,0.67,0.0,6.67,False
85,85,P04075,YP_009724392.1,0.58259404,0.011764553,0.69,0.33,0.0,0.37,False
86,86,P04080,YP_009724392.1,0.68391156,0.332479033,0.65,5.0,0.0,0.93,False
87,87,P04406,YP_009724392.1,0.54117346,0.326681171,0.62,3.67,0.0,0.9,False
88,88,P04792,YP_009724392.1,0.6327558,0.014616636,0.69,0.33,0.0,1.22,False
89,89,P04843,YP_009724392.1,0.37953112,0.347699674,0.0,8.33,1.0,83.33,False
90,90,P04844,YP_009724392.1,0.7563028,0.324321532,0.05,2.33,0.65,23.33,False
91,91,P05023,YP_009724392.1,0.6698143,0.330668563,0.0,8.67,1.0,86.67,False
92,92,P05114,YP_009724392.1,0.5743987,0.203490753,0.49,3.67,0.06,1.22,False
93,93,P05141,YP_009724392.1,0.059817944,0.322795413,0.53,4.67,0.02,1.56,False
94,94,P05165,YP_009724392.1,0.7805169,0.334587749,0.69,13.33,0.0,0.69,False
95,95,P05166,YP_009724392.1,0.47733217,0.34326216,0.68,12.0,0.0,0.87,False
96,96,P05198,YP_009724392.1,0.55199057,0.258519315,0.12,1.33,0.54,4.89,False
97,97,P05204,YP_009724392.1,0.18313268,0.323314928,0.64,6.33,0.0,1.01,False
98,98,P05386,YP_009724392.1,0.057992045,0.208408219,0.69,0.67,0.0,0.81,False
99,99,P05387,YP_009724392.1,0.26134217,0.345111119,0.53,4.0,0.02,1.42,False
100,100,P05388,YP_009724392.1,0.4853372,0.207456967,0.4,1.0,0.17,1.83,False
101,101,P06493,YP_009724392.1,0.1446126,0.373985532,0.11,3.0,0.6,6.6,False
102,102,P06576,YP_009724392.1,0.41021845,0.32303148,0.54,4.67,0.02,1.35,False
103,103,P06733,YP_009724392.1,0.7516981,0.32591095,0.69,4.0,0.0,0.63,False
104,104,P06748,YP_009724392.1,0.415503,0.190428145,0.69,3.0,0.0,0.5,False
105,105,P07195,YP_009724392.1,0.087900706,0.01173024,0.41,0.67,0.15,1.05,False
106,106,P07305,YP_009724392.1,0.31112543,0.216486003,0.69,0.67,0.0,0.81,False
107,107,P07355,YP_009724392.1,0.05802515,0.224340895,0.53,1.33,0.02,0.86,False
108,108,P07437,YP_009724392.1,0.34188738,0.305205157,0.62,4.33,0.0,1.11,False
109,109,P07814,YP_009724392.1,0.401146,0.008191833,0.69,0.33,0.0,0.41,False
110,110,P07910,YP_009724392.1,0.5106494,0.22782076,0.42,3.0,0.14,1.38,False
111,111,P08195,YP_009724392.1,0.06132608,0.341170891,0.0,2.67,0.98,26.67,False
112,112,P08237,YP_009724392.1,0.4770255,0.010568497,0.69,0.33,0.0,3.33,False
113,113,P08559,YP_009724392.1,0.45700175,0.02732758,0.69,0.33,0.0,3.33,False
114,114,P08579,YP_009724392.1,0.52672565,0.341508958,0.41,1.33,0.15,2.1,False
115,115,P08621,YP_009724392.1,0.08870817,0.0499019,0.4,0.67,0.16,0.73,False
116,116,P08670,YP_009724392.1,0.06550021,0.191155227,0.69,2.0,0.0,0.44,False
117,117,P08708,YP_009724392.1,0.29673275,0.333244277,0.68,10.67,0.0,0.94,False
118,118,P08865,YP_009724392.1,0.085305095,0.318338178,0.65,5.33,0.0,0.98,False
119,119,P09234,YP_009724392.1,0.10648129,0.034720519,0.69,0.33,0.0,1.22,False
120,120,P09429,YP_009724392.1,0.10055415,0.308969212,0.66,9.67,0.0,1.06,False
121,121,P09543,YP_009724392.1,0.35791445,0.228123743,0.08,1.33,0.64,13.33,False
122,122,P09651,YP_009724392.1,0.118521385,0.345865456,0.55,3.33,0.01,1.15,False
123,123,P09661,YP_009724392.1,0.08345667,0.221796898,0.51,1.0,0.04,0.85,False
124,124,P09874,YP_009724392.1,0.111606166,0.31406882,0.69,31.67,0.0,0.91,False
125,125,P0DPB5,YP_009724392.1,0.076048374,0.344646064,0.69,1.0,0.0,1.57,False
126,126,P10321,YP_009724392.1,0.05368016,0.223827057,0.23,1.0,0.32,10.0,False
127,127,P10412,YP_009724392.1,0.40650722,0.194734322,0.34,1.67,0.26,2.29,False
128,128,P10599,YP_009724392.1,0.097064,0.319096665,0.67,6.67,0.0,0.82,False
129,129,P10809,YP_009724392.1,0.5574543,0.301232865,0.67,6.33,0.0,0.78,False
130,130,P11021,YP_009724392.1,0.55725175,0.327988402,0.62,19.33,0.0,1.76,False
131,131,P11142,YP_009724392.1,0.6685079,0.320100788,0.69,14.33,0.0,0.82,False
132,132,P11177,YP_009724392.1,0.6552132,0.008918595,0.69,0.33,0.0,3.33,False
133,133,P11387,YP_009724392.1,0.46483666,0.332446838,0.67,11.0,0.0,1.06,False
134,134,P11498,YP_009724392.1,0.060035765,0.325735711,0.69,61.0,0.0,0.95,False
135,135,P11586,YP_009724392.1,0.32185364,0.295410842,0.64,3.0,0.0,0.6,False
136,136,P12004,YP_009724392.1,0.52104324,0.004521532,0.69,0.33,0.0,3.33,False
137,137,P12236,YP_009724392.1,0.3951654,0.207140896,0.52,1.67,0.03,1.02,False
138,138,P12270,YP_009724392.1,0.777899,0.009074412,0.69,0.33,0.0,0.37,False
139,139,P12956,YP_009724392.1,0.09587637,0.021289076,0.52,0.67,0.03,0.46,False
140,140,P13010,YP_009724392.1,0.094160415,0.013299779,0.69,0.33,0.0,0.41,False
141,141,P13639,YP_009724392.1,0.092151985,0.322047482,0.69,4.67,0.0,0.58,False
142,142,P13797,YP_009724392.1,0.25133687,0.207221809,0.52,2.0,0.03,0.96,False
143,143,P13984,YP_009724392.1,0.37044156,0.215325674,0.23,1.0,0.32,10.0,False
144,144,P14174,YP_009724392.1,0.09296062,0.313723424,0.69,1.33,0.0,0.61,False
145,145,P14618,YP_009724392.1,0.5164475,0.259964719,0.59,2.33,0.0,0.89,False
146,146,P14866,YP_009724392.1,0.47806138,0.225187792,0.58,5.0,0.0,1.08,False
147,147,P15311,YP_009724392.1,0.061055362,0.051523125,0.69,0.33,0.0,3.33,False
148,148,P15880,YP_009724392.1,0.18018289,0.330860509,0.64,7.33,0.0,1.22,False
149,149,P16104,YP_009724392.1,0.09575032,0.048771161,0.69,0.33,0.0,1.83,False
150,150,P16152,YP_009724392.1,0.121226706,0.32697899,0.69,3.67,0.0,0.6,False
151,151,P16402,YP_009724392.1,0.46025684,0.231059977,0.69,0.67,0.0,0.92,False
152,152,P16403,YP_009724392.1,0.09058734,0.341101824,0.63,4.33,0.0,1.06,False
153,153,P16615,YP_009724392.1,0.08968319,0.289596498,0.0,3.67,0.99,36.67,False
154,154,P17096,YP_009724392.1,0.6403071,0.194059725,0.69,1.0,0.0,0.46,False
155,155,P17480,YP_009724392.1,0.061223708,0.442451543,0.04,2.0,0.66,20.0,False
156,156,P17812,YP_009724392.1,0.10420776,0.32348882,0.62,2.67,0.0,0.81,False
