,id,prey_id,bait_id,yhat,mist_score,saint_bfdr_score,avg_spec_score,saint_score,fold_change,pos
0,0,A0A0U1RRE5,YP_009724392.1,0.8175329,0.3223596,0.5,1.67,0.04,1.08,False
1,1,A1KXE4,YP_009724392.1,0.27331427,0.012301656,0.69,0.33,0.0,0.61,False
2,2,A6NDG6,YP_009724392.1,0.8710596,0.318944611,0.62,3.33,0.0,0.81,False
3,3,A6NHQ2,YP_009724392.1,0.47238302,0.046175657,0.69,0.33,0.0,3.33,False
4,4,E9PRG8,YP_009724392.1,0.80813247,0.34460932,0.44,1.33,0.1,1.63,False
5,5,O00139,YP_009724392.1,0.65924525,0.032190109,0.32,0.67,0.3,3.67,False
6,6,O00165,YP_009724392.1,0.44759133,0.010198889,0.23,0.67,0.32,6.67,False
7,7,O00170,YP_009724392.1,0.47073412,0.285577991,0.69,2.0,0.0,0.5,False
8,8,O00178,YP_009724392.1,0.79157436,0.240945996,0.39,1.0,0.19,2.2,False
9,9,O00203,YP_009724392.1,0.3846015,0.963550095,0.0,4.67,0.99,46.67,True
10,10,O00244,YP_009724392.1,0.5615444,0.32284905,0.63,2.67,0.0,0.75,False
11,11,O00422,YP_009724392.1,0.5480968,0.061973772,0.69,0.33,0.0,1.22,False
12,12,O00443,YP_009724392.1,0.65810907,0.275017263,0.69,0.67,0.0,6.67,False
13,13,O00458,YP_009724392.1,0.51783526,0.268574808,0.69,0.67,0.0,6.67,False
14,14,O00479,YP_009724392.1,0.54803467,0.161693277,0.47,1.67,0.07,0.96,False
15,15,O00483,YP_009724392.1,0.35038802,0.312457717,0.69,1.0,0.0,2.75,False
16,16,O00488,YP_009724392.1,0.81216323,0.047579269,0.36,0.67,0.23,1.83,False
17,17,O00541,YP_009724392.1,0.48455745,0.235678718,0.37,3.67,0.23,1.68,False
18,18,O00567,YP_009724392.1,0.74513835,0.204319123,0.17,1.67,0.34,2.29,False
19,19,O00571,YP_009724392.1,0.6198446,0.327034718,0.6,3.0,0.0,1.0,False
20,20,O00743,YP_009724392.1,0.49817812,0.027081208,0.69,0.33,0.0,3.33,False
21,21,O14556,YP_009724392.1,0.6973973,0.009659058,0.69,0.33,0.0,0.41,False
22,22,O14617,YP_009724392.1,0.52605176,0.460963359,0.18,1.67,0.33,16.67,False
23,23,O14654,YP_009724392.1,0.541051,0.293700957,0.05,2.0,0.65,20.0,False
24,24,O14730,YP_009724392.1,0.4389721,0.20943204,0.69,0.33,0.0,3.33,False
25,25,O14735,YP_009724392.1,0.56560665,0.035457565,0.69,0.33,0.0,3.33,False
26,26,O14757,YP_009724392.1,0.9034142,0.344766814,0.6,2.0,0.0,0.79,False
27,27,O14776,YP_009724392.1,0.4741251,0.041729881,0.69,0.33,0.0,3.33,False
28,28,O14965,YP_009724392.1,0.4566093,0.013351515,0.48,0.67,0.06,0.67,False
29,29,O15042,YP_009724392.1,0.6298743,0.336987969,0.69,19.0,0.0,0.92,False
30,30,O15145,YP_009724392.1,0.48511127,0.215369376,0.69,0.67,0.0,0.92,False
31,31,O15235,YP_009724392.1,0.74984753,0.305616182,0.59,3.33,0.0,0.92,False
32,32,O15347,YP_009724392.1,0.9392075,0.227397441,0.56,6.67,0.01,1.33,False
33,33,O15371,YP_009724392.1,0.2738515,0.262384875,0.69,0.67,0.0,3.67,False
