,id,prey_id,bait_id,yhat,mist_score,saint_bfdr_score,avg_spec_score,saint_score,fold_change,pos
0,0,A0A0U1RRE5,YP_009724392.1,0.0039413315,0.3223596,0.5,1.67,0.04,1.08,False
1,1,A1KXE4,YP_009724392.1,0.011428203,0.012301656,0.69,0.33,0.0,0.61,False
2,2,A6NDG6,YP_009724392.1,0.034625366,0.318944611,0.62,3.33,0.0,0.81,False
3,3,A6NHQ2,YP_009724392.1,0.013961349,0.046175657,0.69,0.33,0.0,3.33,False
4,4,E9PRG8,YP_009724392.1,0.0034030667,0.34460932,0.44,1.33,0.1,1.63,False
5,5,O00139,YP_009724392.1,0.0076827127,0.032190109,0.32,0.67,0.3,3.67,False
6,6,O00165,YP_009724392.1,0.19839993,0.010198889,0.23,0.67,0.32,6.67,False
7,7,O00170,YP_009724392.1,0.09076153,0.285577991,0.69,2.0,0.0,0.5,False
8,8,O00178,YP_009724392.1,0.04771158,0.240945996,0.39,1.0,0.19,2.2,False
9,9,O00203,YP_009724392.1,0.054592066,0.963550095,0.0,4.67,0.99,46.67,True
10,10,O00244,YP_009724392.1,0.02948969,0.32284905,0.63,2.67,0.0,0.75,False
11,11,O00422,YP_009724392.1,0.16301647,0.061973772,0.69,0.33,0.0,1.22,False
12,12,O00443,YP_009724392.1,0.008250431,0.275017263,0.69,0.67,0.0,6.67,False
13,13,O00458,YP_009724392.1,0.10885852,0.268574808,0.69,0.67,0.0,6.67,False
14,14,O00479,YP_009724392.1,0.008896167,0.161693277,0.47,1.67,0.07,0.96,False
15,15,O00483,YP_009724392.1,0.006975577,0.312457717,0.69,1.0,0.0,2.75,False
16,16,O00488,YP_009724392.1,0.0053784065,0.047579269,0.36,0.67,0.23,1.83,False
17,17,O00541,YP_009724392.1,0.0045459843,0.235678718,0.37,3.67,0.23,1.68,False
18,18,O00567,YP_009724392.1,0.004110306,0.204319123,0.17,1.67,0.34,2.29,False
19,19,O00571,YP_009724392.1,0.0038500729,0.327034718,0.6,3.0,0.0,1.0,False
20,20,O00743,YP_009724392.1,0.01760481,0.027081208,0.69,0.33,0.0,3.33,False
21,21,O14556,YP_009724392.1,0.1975625,0.009659058,0.69,0.33,0.0,0.41,False
22,22,O14617,YP_009724392.1,0.08360333,0.460963359,0.18,1.67,0.33,16.67,False
23,23,O14654,YP_009724392.1,0.052566376,0.293700957,0.05,2.0,0.65,20.0,False
24,24,O14730,YP_009724392.1,0.39994478,0.20943204,0.69,0.33,0.0,3.33,False
25,25,O14735,YP_009724392.1,0.0097046355,0.035457565,0.69,0.33,0.0,3.33,False
26,26,O14757,YP_009724392.1,0.007243448,0.344766814,0.6,2.0,0.0,0.79,False
27,27,O14776,YP_009724392.1,0.059898023,0.041729881,0.69,0.33,0.0,3.33,False
28,28,O14965,YP_009724392.1,0.010533185,0.013351515,0.48,0.67,0.06,0.67,False
29,29,O15042,YP_009724392.1,0.02183928,0.336987969,0.69,19.0,0.0,0.92,False
30,30,O15145,YP_009724392.1,0.0064712167,0.215369376,0.69,0.67,0.0,0.92,False
31,31,O15235,YP_009724392.1,0.119472474,0.305616182,0.59,3.33,0.0,0.92,False
32,32,O15347,YP_009724392.1,0.004317604,0.227397441,0.56,6.67,0.01,1.33,False
33,33,O15371,YP_009724392.1,0.24142455,0.262384875,0.69,0.67,0.0,3.67,False
34,34,O15372,YP_009724392.1,0.026400318,0.235578055,0.69,0.67,0.0,6.67,False
35,35,O43175,YP_009724392.1,0.008871007,0.322416579,0.16,3.67,0.38,2.52,False
36,36,O43290,YP_009724392.1,0.017446237,0.234452088,0.36,1.0,0.23,2.75,False
37,37,O43390,YP_009724392.1,0.006019275,0.00619531,0.69,0.33,0.0,0.22,False
38,38,O43396,YP_009724392.1,0.02913912,0.190332988,0.5,1.33,0.04,0.86,False
39,39,O43482,YP_009724392.1,0.18504253,0.313568215,0.69,1.0,0.0,0.73,False
40,40,O43583,YP_009724392.1,0.020902682,0.193306002,0.38,1.33,0.2,1.63,False
41,41,O43663,YP_009724392.1,0.0035273246,0.012841162,0.69,0.33,0.0,0.46,False
42,42,O43670,YP_009724392.1,0.011196076,0.228413355,0.15,2.0,0.41,2.75,False
43,43,O43684,YP_009724392.1,0.005927935,0.21692872,0.54,4.33,0.02,1.13,False
44,44,O43809,YP_009724392.1,0.07366149,0.221720854,0.45,2.33,0.1,1.35,False
45,45,O43813,YP_009724392.1,0.027088197,0.040476497,0.69,0.33,0.0,0.73,False
46,46,O43837,YP_009724392.1,0.017061679,0.301579754,0.69,1.0,0.0,0.42,False
47,47,O60547,YP_009724392.1,0.005792866,0.020140418,0.69,0.33,0.0,0.52,False
48,48,O60563,YP_009724392.1,0.0679456,0.102648021,0.69,0.33,0.0,3.33,False
49,49,O60716,YP_009724392.1,0.014356241,0.21944688,0.42,1.67,0.14,1.41,False
50,50,O60762,YP_009724392.1,0.42245668,0.170344571,0.19,1.33,0.33,13.33,False
51,51,O60828,YP_009724392.1,0.014278088,0.117850806,0.33,0.67,0.29,3.67,False
52,52,O60832,YP_009724392.1,0.006348841,0.207268264,0.69,0.67,0.0,0.73,False
53,53,O60841,YP_009724392.1,0.0043471735,0.219158136,0.65,6.33,0.0,0.86,False
54,54,O60869,YP_009724392.1,0.0044380315,0.329170314,0.17,5.0,0.34,2.04,False
55,55,O60884,YP_009724392.1,0.0042587924,0.304976055,0.0,3.0,0.98,30.0,False
56,56,O60885,YP_009724392.1,0.23470567,0.97848835,0.0,2.67,0.97,26.67,True
57,57,O75190,YP_009724392.1,0.046948366,0.040685819,0.69,0.33,0.0,3.33,False
58,58,O75340,YP_009724392.1,0.15287626,0.215706985,0.64,3.0,0.0,0.67,False
59,59,O75367,YP_009724392.1,0.5356639,0.01578298,0.69,0.33,0.0,0.41,False
60,60,O75400,YP_009724392.1,0.031137154,0.328298114,0.57,4.0,0.0,1.16,False
61,61,O75475,YP_009724392.1,0.01091656,0.214666334,0.69,0.67,0.0,0.56,False
62,62,O75531,YP_009724392.1,0.014154689,0.38012619,0.4,1.67,0.16,1.67,False
63,63,O75533,YP_009724392.1,0.025152767,0.169380598,0.37,1.67,0.23,1.53,False
64,64,O75554,YP_009724392.1,0.0057830582,0.137027918,0.69,0.33,0.0,3.33,False
65,65,O75694,YP_009724392.1,0.0057241023,0.331299949,0.42,3.67,0.13,1.55,False
66,66,O75817,YP_009724392.1,0.037595376,0.422467289,0.69,0.33,0.0,3.33,False
67,67,O75821,YP_009724392.1,0.0035493204,0.264277839,0.69,0.67,0.0,3.67,False
68,68,O75937,YP_009724392.1,0.0061850566,0.220652759,0.35,5.33,0.25,1.73,False
69,69,O75940,YP_009724392.1,0.018507529,0.346565683,0.51,5.0,0.04,1.57,False
70,70,O76031,YP_009724392.1,0.004691068,0.237160071,0.69,0.67,0.0,1.83,False
71,71,O94832,YP_009724392.1,0.004474436,0.109803271,0.69,0.33,0.0,3.33,False
72,72,O94903,YP_009724392.1,0.3214512,0.336235049,0.64,4.0,0.0,0.88,False
73,73,O95218,YP_009724392.1,0.0075028543,0.338292526,0.33,1.0,0.29,5.5,False
74,74,O95232,YP_009724392.1,0.0038147243,0.328474401,0.69,15.0,0.0,0.84,False
75,75,O95336,YP_009724392.1,0.007179298,0.008870481,0.69,0.33,0.0,0.24,False
76,76,O95372,YP_009724392.1,0.011231786,0.315910821,0.69,1.0,0.0,1.22,False
77,77,O95456,YP_009724392.1,0.016436879,0.280915071,0.69,0.67,0.0,6.67,False
78,78,O95801,YP_009724392.1,0.0058357436,0.064868702,0.69,0.33,0.0,3.33,False
79,79,O95881,YP_009724392.1,0.012307288,0.32131143,0.69,2.67,0.0,0.59,False
80,80,P00403,YP_009724392.1,0.18578748,0.010143779,0.69,0.33,0.0,3.33,False
81,81,P00441,YP_009724392.1,0.10400661,0.015672997,0.69,0.33,0.0,0.52,False
82,82,P00492,YP_009724392.1,0.113848515,0.332235761,0.46,3.33,0.08,1.53,False
83,83,P00558,YP_009724392.1,0.008055248,0.207535767,0.69,0.67,0.0,0.56,False
84,84,P01889,YP_009724392.1,0.011312159,0.254791155,0.69,0.67,0.0,6.67,False
85,85,P04075,YP_009724392.1,0.60876137,0.011764553,0.69,0.33,0.0,0.37,False
86,86,P04080,YP_009724392.1,0.029444953,0.332479033,0.65,5.0,0.0,0.93,False
87,87,P04406,YP_009724392.1,0.4169024,0.326681171,0.62,3.67,0.0,0.9,False
88,88,P04792,YP_009724392.1,0.13720751,0.014616636,0.69,0.33,0.0,1.22,False
89,89,P04843,YP_009724392.1,0.5001755,0.347699674,0.0,8.33,1.0,83.33,False
90,90,P04844,YP_009724392.1,0.4206028,0.324321532,0.05,2.33,0.65,23.33,False
91,91,P05023,YP_009724392.1,0.32124624,0.330668563,0.0,8.67,1.0,86.67,False
92,92,P05114,YP_009724392.1,0.4760263,0.203490753,0.49,3.67,0.06,1.22,False
93,93,P05141,YP_009724392.1,0.006258522,0.322795413,0.53,4.67,0.02,1.56,False
94,94,P05165,YP_009724392.1,0.23267435,0.334587749,0.69,13.33,0.0,0.69,False
95,95,P05166,YP_009724392.1,0.017791653,0.34326216,0.68,12.0,0.0,0.87,False
96,96,P05198,YP_009724392.1,0.012304616,0.258519315,0.12,1.33,0.54,4.89,False
97,97,P05204,YP_009724392.1,0.0039898576,0.323314928,0.64,6.33,0.0,1.01,False
98,98,P05386,YP_009724392.1,0.00680562,0.208408219,0.69,0.67,0.0,0.81,False
99,99,P05387,YP_009724392.1,0.008728024,0.345111119,0.53,4.0,0.02,1.42,False
100,100,P05388,YP_009724392.1,0.018685555,0.207456967,0.4,1.0,0.17,1.83,False
101,101,P06493,YP_009724392.1,0.0047696736,0.373985532,0.11,3.0,0.6,6.6,False
102,102,P06576,YP_009724392.1,0.14772813,0.32303148,0.54,4.67,0.02,1.35,False
103,103,P06733,YP_009724392.1,0.072469436,0.32591095,0.69,4.0,0.0,0.63,False
104,104,P06748,YP_009724392.1,0.021362318,0.190428145,0.69,3.0,0.0,0.5,False
105,105,P07195,YP_009724392.1,0.027113516,0.01173024,0.41,0.67,0.15,1.05,False
106,106,P07305,YP_009724392.1,0.009554376,0.216486003,0.69,0.67,0.0,0.81,False
107,107,P07355,YP_009724392.1,0.004302022,0.224340895,0.53,1.33,0.02,0.86,False
108,108,P07437,YP_009724392.1,0.41601962,0.305205157,0.62,4.33,0.0,1.11,False
109,109,P07814,YP_009724392.1,0.6980731,0.008191833,0.69,0.33,0.0,0.41,False
110,110,P07910,YP_009724392.1,0.011132438,0.22782076,0.42,3.0,0.14,1.38,False
