,id,prey_id,bait_id,yhat,mist_score,saint_bfdr_score,avg_spec_score,saint_score,fold_change,pos
0,0,A0A0U1RRE5,YP_009724392.1,0.32488233,0.3223596,0.5,1.67,0.04,1.08,False
1,1,A1KXE4,YP_009724392.1,0.28813046,0.012301656,0.69,0.33,0.0,0.61,False
2,2,A6NDG6,YP_009724392.1,0.53211343,0.318944611,0.62,3.33,0.0,0.81,False
3,3,A6NHQ2,YP_009724392.1,0.18525599,0.046175657,0.69,0.33,0.0,3.33,False
4,4,E9PRG8,YP_009724392.1,0.024994489,0.34460932,0.44,1.33,0.1,1.63,False
5,5,O00139,YP_009724392.1,0.032110307,0.032190109,0.32,0.67,0.3,3.67,False
6,6,O00165,YP_009724392.1,0.03055431,0.010198889,0.23,0.67,0.32,6.67,False
7,7,O00170,YP_009724392.1,0.093193546,0.285577991,0.69,2.0,0.0,0.5,False
8,8,O00178,YP_009724392.1,0.040392395,0.240945996,0.39,1.0,0.19,2.2,False
9,9,O00203,YP_009724392.1,0.032606117,0.963550095,0.0,4.67,0.99,46.67,True
10,10,O00244,YP_009724392.1,0.028604412,0.32284905,0.63,2.67,0.0,0.75,False
11,11,O00422,YP_009724392.1,0.059311107,0.061973772,0.69,0.33,0.0,1.22,False
12,12,O00443,YP_009724392.1,0.05869357,0.275017263,0.69,0.67,0.0,6.67,False
13,13,O00458,YP_009724392.1,0.0264736,0.268574808,0.69,0.67,0.0,6.67,False
14,14,O00479,YP_009724392.1,0.020688362,0.161693277,0.47,1.67,0.07,0.96,False
15,15,O00483,YP_009724392.1,0.024020314,0.312457717,0.69,1.0,0.0,2.75,False
16,16,O00488,YP_009724392.1,0.272714,0.047579269,0.36,0.67,0.23,1.83,False
17,17,O00541,YP_009724392.1,0.029738903,0.235678718,0.37,3.67,0.23,1.68,False
18,18,O00567,YP_009724392.1,0.021603124,0.204319123,0.17,1.67,0.34,2.29,False
19,19,O00571,YP_009724392.1,0.03553492,0.327034718,0.6,3.0,0.0,1.0,False
20,20,O00743,YP_009724392.1,0.031481683,0.027081208,0.69,0.33,0.0,3.33,False
21,21,O14556,YP_009724392.1,0.025478406,0.009659058,0.69,0.33,0.0,0.41,False
22,22,O14617,YP_009724392.1,0.2881499,0.460963359,0.18,1.67,0.33,16.67,False
23,23,O14654,YP_009724392.1,0.04703746,0.293700957,0.05,2.0,0.65,20.0,False
24,24,O14730,YP_009724392.1,0.1033979,0.20943204,0.69,0.33,0.0,3.33,False
25,25,O14735,YP_009724392.1,0.08826933,0.035457565,0.69,0.33,0.0,3.33,False
26,26,O14757,YP_009724392.1,0.49290696,0.344766814,0.6,2.0,0.0,0.79,False
27,27,O14776,YP_009724392.1,0.045653366,0.041729881,0.69,0.33,0.0,3.33,False
28,28,O14965,YP_009724392.1,0.020639502,0.013351515,0.48,0.67,0.06,0.67,False
29,29,O15042,YP_009724392.1,0.038055822,0.336987969,0.69,19.0,0.0,0.92,False
30,30,O15145,YP_009724392.1,0.020824509,0.215369376,0.69,0.67,0.0,0.92,False
31,31,O15235,YP_009724392.1,0.050480824,0.305616182,0.59,3.33,0.0,0.92,False
32,32,O15347,YP_009724392.1,0.10413279,0.227397441,0.56,6.67,0.01,1.33,False
33,33,O15371,YP_009724392.1,0.05340686,0.262384875,0.69,0.67,0.0,3.67,False
34,34,O15372,YP_009724392.1,0.02983114,0.235578055,0.69,0.67,0.0,6.67,False
35,35,O43175,YP_009724392.1,0.035294943,0.322416579,0.16,3.67,0.38,2.52,False
36,36,O43290,YP_009724392.1,0.22266315,0.234452088,0.36,1.0,0.23,2.75,False
37,37,O43390,YP_009724392.1,0.01861441,0.00619531,0.69,0.33,0.0,0.22,False
38,38,O43396,YP_009724392.1,0.01845728,0.190332988,0.5,1.33,0.04,0.86,False
39,39,O43482,YP_009724392.1,0.47254795,0.313568215,0.69,1.0,0.0,0.73,False
40,40,O43583,YP_009724392.1,0.12494915,0.193306002,0.38,1.33,0.2,1.63,False
41,41,O43663,YP_009724392.1,0.04869956,0.012841162,0.69,0.33,0.0,0.46,False
42,42,O43670,YP_009724392.1,0.031921405,0.228413355,0.15,2.0,0.41,2.75,False
43,43,O43684,YP_009724392.1,0.020883387,0.21692872,0.54,4.33,0.02,1.13,False
44,44,O43809,YP_009724392.1,0.100145295,0.221720854,0.45,2.33,0.1,1.35,False
