,id,prey_id,bait_id,yhat,mist_score,saint_bfdr_score,avg_spec_score,saint_score,fold_change,pos
0,0,A0A0U1RRE5,YP_009724392.1,0.308854,0.3223596,0.5,1.67,0.04,1.08,False
1,1,A1KXE4,YP_009724392.1,0.2002169,0.012301656,0.69,0.33,0.0,0.61,False
2,2,A6NDG6,YP_009724392.1,0.2389535,0.318944611,0.62,3.33,0.0,0.81,False
3,3,A6NHQ2,YP_009724392.1,0.3953197,0.046175657,0.69,0.33,0.0,3.33,False
4,4,E9PRG8,YP_009724392.1,0.11292622,0.34460932,0.44,1.33,0.1,1.63,False
5,5,O00139,YP_009724392.1,0.035608884,0.032190109,0.32,0.67,0.3,3.67,False
6,6,O00165,YP_009724392.1,0.08083798,0.010198889,0.23,0.67,0.32,6.67,False
7,7,O00170,YP_009724392.1,0.07722832,0.285577991,0.69,2.0,0.0,0.5,False
8,8,O00178,YP_009724392.1,0.15719931,0.240945996,0.39,1.0,0.19,2.2,False
9,9,O00203,YP_009724392.1,0.13259602,0.963550095,0.0,4.67,0.99,46.67,True
10,10,O00244,YP_009724392.1,0.15084,0.32284905,0.63,2.67,0.0,0.75,False
11,11,O00422,YP_009724392.1,0.46017292,0.061973772,0.69,0.33,0.0,1.22,False
12,12,O00443,YP_009724392.1,0.116113655,0.275017263,0.69,0.67,0.0,6.67,False
13,13,O00458,YP_009724392.1,0.070052445,0.268574808,0.69,0.67,0.0,6.67,False
14,14,O00479,YP_009724392.1,0.054795556,0.161693277,0.47,1.67,0.07,0.96,False
15,15,O00483,YP_009724392.1,0.046327278,0.312457717,0.69,1.0,0.0,2.75,False
16,16,O00488,YP_009724392.1,0.61527866,0.047579269,0.36,0.67,0.23,1.83,False
17,17,O00541,YP_009724392.1,0.04484439,0.235678718,0.37,3.67,0.23,1.68,False
18,18,O00567,YP_009724392.1,0.04629948,0.204319123,0.17,1.67,0.34,2.29,False
19,19,O00571,YP_009724392.1,0.05724555,0.327034718,0.6,3.0,0.0,1.0,False
20,20,O00743,YP_009724392.1,0.08326116,0.027081208,0.69,0.33,0.0,3.33,False
